"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"5","org.schabi.newpipe","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\MainActivity.java","4","519","Useless parentheses.","Code Style","UselessParentheses"
"6","org.schabi.newpipe","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\MainActivity.java","3","609","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"7","org.schabi.newpipe","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\MainActivity.java","4","768","Useless parentheses.","Code Style","UselessParentheses"
"8","org.schabi.newpipe","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\MainActivity.java","3","771","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"1","org.schabi.newpipe","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\NewPipeDatabase.java","2","22","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"2","org.schabi.newpipe","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\NewPipeDatabase.java","2","37","getInstance method always creates a new object and hence does not comply to Singleton Design Pattern behaviour. Please review","Error Prone","SingletonClassReturningNewInstance"
"1","org.schabi.newpipe","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\QueueItemMenuUtil.java","3","44","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"1","org.schabi.newpipe","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\RouterActivity.java","3","431","This if statement can be replaced by `return !{condition} || {elseBranch};`","Design","SimplifyBooleanReturns"
"2","org.schabi.newpipe","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\RouterActivity.java","3","971","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"1","org.schabi.newpipe.database","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\database\BasicDAO.java","4","14","Generics names should be a one letter long and upper case.","Code Style","GenericsNaming"
"1","org.schabi.newpipe.database.history.model","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\database\history\model\StreamHistoryEntity.java","3","21","Avoid the use of value in annotations when its the only element","Code Style","UnnecessaryAnnotationValueElement"
"1","org.schabi.newpipe.database.playlist.model","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\database\playlist\model\PlaylistRemoteEntity.java","4","17","Unused static import 'org.schabi.newpipe.database.playlist.model.PlaylistRemoteEntity.REMOTE_PLAYLIST_NAME'","Code Style","UnnecessaryImport"
"1","org.schabi.newpipe.database.playlist.model","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\database\playlist\model\PlaylistStreamEntity.java","3","20","Avoid the use of value in annotations when its the only element","Code Style","UnnecessaryAnnotationValueElement"
"1","org.schabi.newpipe.download","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\download\DownloadDialog.java","3","482","Avoid unused private methods such as 'requestDownloadPickAudioFolderResult(ActivityResult)'.","Best Practices","UnusedPrivateMethod"
"2","org.schabi.newpipe.download","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\download\DownloadDialog.java","3","487","Avoid unused private methods such as 'requestDownloadPickVideoFolderResult(ActivityResult)'.","Best Practices","UnusedPrivateMethod"
"3","org.schabi.newpipe.download","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\download\DownloadDialog.java","3","492","Avoid unused private methods such as 'requestDownloadSaveAsResult(ActivityResult)'.","Best Practices","UnusedPrivateMethod"
"4","org.schabi.newpipe.download","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\download\DownloadDialog.java","3","565","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"5","org.schabi.newpipe.download","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\download\DownloadDialog.java","3","592","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"6","org.schabi.newpipe.download","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\download\DownloadDialog.java","3","594","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"7","org.schabi.newpipe.download","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\download\DownloadDialog.java","3","629","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"8","org.schabi.newpipe.download","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\download\DownloadDialog.java","3","651","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"9","org.schabi.newpipe.download","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\download\DownloadDialog.java","4","679","Useless parentheses.","Code Style","UselessParentheses"
"10","org.schabi.newpipe.download","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\download\DownloadDialog.java","4","683","Useless parentheses.","Code Style","UselessParentheses"
"11","org.schabi.newpipe.download","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\download\DownloadDialog.java","4","687","Useless parentheses.","Code Style","UselessParentheses"
"12","org.schabi.newpipe.download","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\download\DownloadDialog.java","3","979","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"13","org.schabi.newpipe.download","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\download\DownloadDialog.java","3","998","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"14","org.schabi.newpipe.download","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\download\DownloadDialog.java","3","1002","This switch case may be reached by fallthrough from the previous case","Error Prone","ImplicitSwitchFallThrough"
"1","org.schabi.newpipe.download","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\download\LoadingDialog.java","3","25","Perhaps 'dialogLoadingBinding' could be replaced by a local variable.","Design","SingularField"
"1","org.schabi.newpipe.error","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\error\ErrorActivity.java","3","157","Avoid unused private methods such as 'openPrivacyPolicyDialog(Context, String)'.","Best Practices","UnusedPrivateMethod"
"2","org.schabi.newpipe.error","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\error\ErrorActivity.java","3","167","Position literals first in String comparisons","Best Practices","LiteralsFirstInComparisons"
"3","org.schabi.newpipe.error","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\error\ErrorActivity.java","3","176","Position literals first in String comparisons","Best Practices","LiteralsFirstInComparisons"
"4","org.schabi.newpipe.error","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\error\ErrorActivity.java","3","248","A catch statement should never catch throwable since it includes errors.","Error Prone","AvoidCatchingThrowable"
"5","org.schabi.newpipe.error","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\error\ErrorActivity.java","3","306","A catch statement should never catch throwable since it includes errors.","Error Prone","AvoidCatchingThrowable"
"1","org.schabi.newpipe.fragments","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\MainFragment.java","3","267","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.schabi.newpipe.fragments.detail","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\detail\BaseDescriptionFragment.java","3","270","Avoid unused private methods such as 'onTagClick(View)'.","Best Practices","UnusedPrivateMethod"
"2","org.schabi.newpipe.fragments.detail","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\detail\BaseDescriptionFragment.java","3","277","Avoid unused private methods such as 'onTagLongClick(View)'.","Best Practices","UnusedPrivateMethod"
"1","org.schabi.newpipe.fragments.detail","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java","3","193","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"2","org.schabi.newpipe.fragments.detail","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java","3","196","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"3","org.schabi.newpipe.fragments.detail","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java","3","199","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"4","org.schabi.newpipe.fragments.detail","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java","3","201","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"5","org.schabi.newpipe.fragments.detail","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java","3","207","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"6","org.schabi.newpipe.fragments.detail","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java","2","285","getInstance method always creates a new object and hence does not comply to Singleton Design Pattern behaviour. Please review","Error Prone","SingletonClassReturningNewInstance"
"7","org.schabi.newpipe.fragments.detail","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java","3","678","Avoid using implementation types like 'LinkedList'; use the interface instead","Best Practices","LooseCoupling"
"8","org.schabi.newpipe.fragments.detail","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java","3","1391","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"9","org.schabi.newpipe.fragments.detail","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java","3","1782","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"10","org.schabi.newpipe.fragments.detail","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java","3","2312","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"1","org.schabi.newpipe.fragments.list","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\list\BaseListInfoFragment.java","3","193","Avoid unused private methods such as 'allowDownwardFocusScroll()'.","Best Practices","UnusedPrivateMethod"
"1","org.schabi.newpipe.fragments.list.channel","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\list\channel\ChannelFragment.java","2","103","getInstance method always creates a new object and hence does not comply to Singleton Design Pattern behaviour. Please review","Error Prone","SingletonClassReturningNewInstance"
"1","org.schabi.newpipe.fragments.list.channel","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\list\channel\ChannelTabFragment.java","2","50","getInstance method always creates a new object and hence does not comply to Singleton Design Pattern behaviour. Please review","Error Prone","SingletonClassReturningNewInstance"
"1","org.schabi.newpipe.fragments.list.comments","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\list\comments\CommentRepliesFragment.java","4","103","Useless parentheses.","Code Style","UselessParentheses"
"1","org.schabi.newpipe.fragments.list.comments","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\list\comments\CommentsFragment.java","2","32","getInstance method always creates a new object and hence does not comply to Singleton Design Pattern behaviour. Please review","Error Prone","SingletonClassReturningNewInstance"
"2","org.schabi.newpipe.fragments.list.comments","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\list\comments\CommentsFragment.java","3","103","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"3","org.schabi.newpipe.fragments.list.comments","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\list\comments\CommentsFragment.java","3","107","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.schabi.newpipe.fragments.list.kiosk","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\list\kiosk\KioskFragment.java","2","59","Class contains multiple getInstance methods. Please review.","Error Prone","SingleMethodSingleton"
"2","org.schabi.newpipe.fragments.list.kiosk","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\list\kiosk\KioskFragment.java","2","75","getInstance method always creates a new object and hence does not comply to Singleton Design Pattern behaviour. Please review","Error Prone","SingletonClassReturningNewInstance"
"1","org.schabi.newpipe.fragments.list.playlist","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\list\playlist\PlaylistFragment.java","2","95","getInstance method always creates a new object and hence does not comply to Singleton Design Pattern behaviour. Please review","Error Prone","SingletonClassReturningNewInstance"
"2","org.schabi.newpipe.fragments.list.playlist","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\list\playlist\PlaylistFragment.java","3","444","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.schabi.newpipe.fragments.list.search","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\list\search\SearchFragment.java","2","177","getInstance method always creates a new object and hence does not comply to Singleton Design Pattern behaviour. Please review","Error Prone","SingletonClassReturningNewInstance"
"2","org.schabi.newpipe.fragments.list.search","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\list\search\SearchFragment.java","4","287","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","org.schabi.newpipe.fragments.list.search","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\list\search\SearchFragment.java","3","818","Avoid unused method parameters such as 'theContentFilter'.","Best Practices","UnusedFormalParameter"
"4","org.schabi.newpipe.fragments.list.search","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\list\search\SearchFragment.java","3","819","Avoid unused method parameters such as 'theSortFilter'.","Best Practices","UnusedFormalParameter"
"5","org.schabi.newpipe.fragments.list.search","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\list\search\SearchFragment.java","4","879","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"6","org.schabi.newpipe.fragments.list.search","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\list\search\SearchFragment.java","3","921","Avoid unused private methods such as 'onItemError(Throwable)'.","Best Practices","UnusedPrivateMethod"
"7","org.schabi.newpipe.fragments.list.search","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\list\search\SearchFragment.java","3","934","Avoid unused private methods such as 'changeContentFilter(MenuItem, List<String>)'.","Best Practices","UnusedPrivateMethod"
"1","org.schabi.newpipe.fragments.list.search","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\list\search\SuggestionItem.java","3","16","This if statement can be replaced by `return {condition} && {thenBranch};`","Design","SimplifyBooleanReturns"
"1","org.schabi.newpipe.fragments.list.search","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\list\search\SuggestionListAdapter.java","1","79","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"1","org.schabi.newpipe.fragments.list.videos","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\fragments\list\videos\RelatedItemsFragment.java","2","42","getInstance method always creates a new object and hence does not comply to Singleton Design Pattern behaviour. Please review","Error Prone","SingletonClassReturningNewInstance"
"1","org.schabi.newpipe.info_list","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\info_list\InfoListAdapter.java","3","166","Use equals() to compare object references.","Error Prone","CompareObjectsWithEquals"
"1","org.schabi.newpipe.info_list.holder","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\info_list\holder\InfoItemHolder.java","3","45","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.schabi.newpipe.local","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\BaseLocalListFragment.java","3","52","Perhaps 'footerRootBinding' could be replaced by a local variable.","Design","SingularField"
"1","org.schabi.newpipe.local","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\LocalItemListAdapter.java","3","86","Avoid using implementation types like 'ArrayList'; use the interface instead","Best Practices","LooseCoupling"
"2","org.schabi.newpipe.local","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\LocalItemListAdapter.java","3","228","Avoid using implementation types like 'ArrayList'; use the interface instead","Best Practices","LooseCoupling"
"1","org.schabi.newpipe.local.bookmark","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\bookmark\BookmarkFragment.java","4","140","Useless parentheses.","Code Style","UselessParentheses"
"2","org.schabi.newpipe.local.bookmark","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\bookmark\BookmarkFragment.java","4","145","Useless parentheses.","Code Style","UselessParentheses"
"3","org.schabi.newpipe.local.bookmark","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\bookmark\BookmarkFragment.java","3","277","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"4","org.schabi.newpipe.local.bookmark","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\bookmark\BookmarkFragment.java","3","499","Avoid using implementation types like 'ArrayList'; use the interface instead","Best Practices","LooseCoupling"
"1","org.schabi.newpipe.local.dialog","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\dialog\PlaylistAppendDialog.java","3","127","Avoid unused private methods such as 'onPlaylistsReceived(List<PlaylistDuplicatesEntry>)'.","Best Practices","UnusedPrivateMethod"
"1","org.schabi.newpipe.local.dialog","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\dialog\PlaylistDialog.java","4","178","Unnecessary qualifier 'PlaylistDialog': 'createCorrespondingDialog' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.schabi.newpipe.local.history","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\history\HistoryEntryAdapter.java","4","23","Generics names should be a one letter long and upper case.","Code Style","GenericsNaming"
"2","org.schabi.newpipe.local.history","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\history\HistoryEntryAdapter.java","3","25","Avoid using implementation types like 'ArrayList'; use the interface instead","Best Practices","LooseCoupling"
"1","org.schabi.newpipe.local.history","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\history\StatisticsPlaylistFragment.java","1","78","Return an empty collection rather than null.","Error Prone","ReturnEmptyCollectionRatherThanNull"
"2","org.schabi.newpipe.local.history","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\history\StatisticsPlaylistFragment.java","3","250","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.schabi.newpipe.local.holder","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\holder\LocalBookmarkPlaylistItemHolder.java","3","49","Useless qualified this usage in the same class.","Code Style","UselessQualifiedThis"
"1","org.schabi.newpipe.local.holder","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\holder\LocalItemHolder.java","3","47","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.schabi.newpipe.local.holder","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\holder\LocalPlaylistStreamItemHolder.java","3","136","Useless qualified this usage in the same class.","Code Style","UselessQualifiedThis"
"1","org.schabi.newpipe.local.holder","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\holder\RemoteBookmarkPlaylistItemHolder.java","3","49","Useless qualified this usage in the same class.","Code Style","UselessQualifiedThis"
"1","org.schabi.newpipe.local.playlist","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\playlist\LocalPlaylistFragment.java","2","108","getInstance method always creates a new object and hence does not comply to Singleton Design Pattern behaviour. Please review","Error Prone","SingletonClassReturningNewInstance"
"2","org.schabi.newpipe.local.playlist","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\playlist\LocalPlaylistFragment.java","3","351","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"3","org.schabi.newpipe.local.playlist","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\playlist\LocalPlaylistFragment.java","3","774","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"4","org.schabi.newpipe.local.playlist","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\playlist\LocalPlaylistFragment.java","3","828","Avoid using implementation types like 'ArrayList'; use the interface instead","Best Practices","LooseCoupling"
"1","org.schabi.newpipe.local.subscription","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\subscription\SubscriptionsImportFragment.java","2","70","getInstance method always creates a new object and hence does not comply to Singleton Design Pattern behaviour. Please review","Error Prone","SingletonClassReturningNewInstance"
"2","org.schabi.newpipe.local.subscription","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\subscription\SubscriptionsImportFragment.java","3","188","Avoid unused private methods such as 'requestImportFileResult(ActivityResult)'.","Best Practices","UnusedPrivateMethod"
"1","org.schabi.newpipe.local.subscription.services","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\subscription\services\ImportExportJsonHelper.java","3","103","A catch statement should never catch throwable since it includes errors.","Error Prone","AvoidCatchingThrowable"
"1","org.schabi.newpipe.local.subscription.services","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\subscription\services\SubscriptionsImportService.java","3","181","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"2","org.schabi.newpipe.local.subscription.services","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\local\subscription\services\SubscriptionsImportService.java","3","219","A catch statement should never catch throwable since it includes errors.","Error Prone","AvoidCatchingThrowable"
"1","org.schabi.newpipe.player","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\player\PlayQueueActivity.java","3","132","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"2","org.schabi.newpipe.player","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\player\PlayQueueActivity.java","3","570","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"1","org.schabi.newpipe.player","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\player\Player.java","4","25","Unused static import 'com.google.android.exoplayer2.Player.DiscontinuityReason'","Code Style","UnnecessaryImport"
"2","org.schabi.newpipe.player","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\player\Player.java","4","26","Unused static import 'com.google.android.exoplayer2.Player.Listener'","Code Style","UnnecessaryImport"
"3","org.schabi.newpipe.player","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\player\Player.java","4","29","Unused static import 'com.google.android.exoplayer2.Player.RepeatMode'","Code Style","UnnecessaryImport"
"4","org.schabi.newpipe.player","C:\MetricsTest\NewPipe-dev\app\src\main\java\org\schabi\newpipe\player\Player.java","3","490","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
