"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.xxl.job.admin.controller.resolver","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\controller\resolver\WebExceptionResolver.java","2","55","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.xxl.job.admin.core.alarm","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\alarm\JobAlarm.java","3","18","Unnecessary modifier 'public' on method 'doAlarm': the method is declared in an interface type","Code Style","UnnecessaryModifier"
"1","com.xxl.job.admin.core.alarm","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\alarm\JobAlarmer.java","3","32","Substitute calls to size() == 0 (or size() != 0, size() > 0, size() < 1) with calls to isEmpty()","Best Practices","UseCollectionIsEmpty"
"2","com.xxl.job.admin.core.alarm","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\alarm\JobAlarmer.java","3","47","Substitute calls to size() == 0 (or size() != 0, size() > 0, size() < 1) with calls to isEmpty()","Best Practices","UseCollectionIsEmpty"
"3","com.xxl.job.admin.core.alarm","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\alarm\JobAlarmer.java","2","54","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.xxl.job.admin.core.alarm.impl","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\alarm\impl\EmailJobAlarm.java","2","76","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","com.xxl.job.admin.core.alarm.impl","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\alarm\impl\EmailJobAlarm.java","3","92","Unnecessary modifier 'final' on method 'loadEmailJobAlarmTemplate': private methods cannot be overridden","Code Style","UnnecessaryModifier"
"3","com.xxl.job.admin.core.alarm.impl","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\alarm\impl\EmailJobAlarm.java","3","93","Consider simply returning the value vs storing it in local variable 'mailBodyTemplate'","Code Style","UnnecessaryLocalBeforeReturn"
"1","com.xxl.job.admin.core.complete","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\complete\XxlJobCompleter.java","3","19","This utility class has a non-private constructor","Design","UseUtilityClass"
"2","com.xxl.job.admin.core.complete","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\complete\XxlJobCompleter.java","3","20","Avoid unused private fields such as 'logger'.","Best Practices","UnusedPrivateField"
"3","com.xxl.job.admin.core.complete","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\complete\XxlJobCompleter.java","4","65","Useless parentheses.","Code Style","UselessParentheses"
"4","com.xxl.job.admin.core.complete","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\complete\XxlJobCompleter.java","4","68","Useless parentheses.","Code Style","UselessParentheses"
"5","com.xxl.job.admin.core.complete","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\complete\XxlJobCompleter.java","4","72","Useless parentheses.","Code Style","UselessParentheses"
"6","com.xxl.job.admin.core.complete","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\complete\XxlJobCompleter.java","3","92","Avoid unused local variables such as 'result'.","Best Practices","UnusedLocalVariable"
"1","com.xxl.job.admin.core.conf","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\conf\XxlJobAdminConfig.java","4","5","Unused import 'com.xxl.job.admin.dao.*'","Code Style","UnnecessaryImport"
"1","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","206","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"2","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","207","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"3","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","208","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"4","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","209","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"5","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","210","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"6","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","211","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"7","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","212","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"8","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","213","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"9","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","214","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"10","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","215","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"11","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","216","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"12","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","218","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"13","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","219","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"14","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","245","Avoid using implementation types like 'TreeSet'; use the interface instead","Best Practices","LooseCoupling"
"15","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","245","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"16","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","246","Avoid using implementation types like 'TreeSet'; use the interface instead","Best Practices","LooseCoupling"
"17","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","246","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"18","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","247","Avoid using implementation types like 'TreeSet'; use the interface instead","Best Practices","LooseCoupling"
"19","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","247","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"20","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","248","Avoid using implementation types like 'TreeSet'; use the interface instead","Best Practices","LooseCoupling"
"21","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","248","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"22","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","249","Avoid using implementation types like 'TreeSet'; use the interface instead","Best Practices","LooseCoupling"
"23","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","249","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"24","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","250","Avoid using implementation types like 'TreeSet'; use the interface instead","Best Practices","LooseCoupling"
"25","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","250","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"26","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","251","Avoid using implementation types like 'TreeSet'; use the interface instead","Best Practices","LooseCoupling"
"27","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","251","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"28","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","253","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"29","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","254","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"30","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","255","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"31","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","256","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"32","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","257","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"33","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","258","Avoid protected fields in a final class.  Change to private or package access.","Code Style","AvoidProtectedFieldInFinalClass"
"34","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","299","Thrown exception does not preserve the stack trace of exception 'ex' on all code paths","Best Practices","PreserveStackTrace"
"35","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","4","325","Useless parentheses.","Code Style","UselessParentheses"
"36","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","4","325","Useless parentheses.","Code Style","UselessParentheses"
"37","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","367","This statement should have braces","Code Style","ControlStatementBraces"
"38","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","440","Avoid protected methods in a final class that doesnt extend anything other than Object.  Change to private or package access.","Code Style","AvoidProtectedMethodInFinalClassNotExtending"
"39","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","505","Avoid using implementation types like 'TreeSet'; use the interface instead","Best Practices","LooseCoupling"
"40","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","506","Avoid using implementation types like 'TreeSet'; use the interface instead","Best Practices","LooseCoupling"
"41","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","521","Thrown exception does not preserve the stack trace of exception 'e' on all code paths","Best Practices","PreserveStackTrace"
"42","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","526","Avoid protected methods in a final class that doesnt extend anything other than Object.  Change to private or package access.","Code Style","AvoidProtectedMethodInFinalClassNotExtending"
"43","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","535","Position literals first in String comparisons","Best Practices","LiteralsFirstInComparisons"
"44","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","535","Position literals first in String comparisons","Best Practices","LiteralsFirstInComparisons"
"45","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","580","Thrown exception does not preserve the stack trace of exception 'e' on all code paths","Best Practices","PreserveStackTrace"
"46","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","4","599","Useless parentheses.","Code Style","UselessParentheses"
"47","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","4","605","Useless parentheses.","Code Style","UselessParentheses"
"48","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","672","This statement should have braces","Code Style","ControlStatementBraces"
"49","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","720","Avoid protected methods in a final class that doesnt extend anything other than Object.  Change to private or package access.","Code Style","AvoidProtectedMethodInFinalClassNotExtending"
"50","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","736","This statement should have braces","Code Style","ControlStatementBraces"
"51","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","741","Avoid using implementation types like 'TreeSet'; use the interface instead","Best Practices","LooseCoupling"
"52","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","754","This statement should have braces","Code Style","ControlStatementBraces"
"53","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","755","Avoid using implementation types like 'TreeSet'; use the interface instead","Best Practices","LooseCoupling"
"54","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","772","Thrown exception does not preserve the stack trace of exception 'e' on all code paths","Best Practices","PreserveStackTrace"
"55","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","777","Avoid using implementation types like 'TreeSet'; use the interface instead","Best Practices","LooseCoupling"
"56","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","799","Avoid assignments in operands","Error Prone","AssignmentInOperand"
"57","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","901","Avoid protected methods in a final class that doesnt extend anything other than Object.  Change to private or package access.","Code Style","AvoidProtectedMethodInFinalClassNotExtending"
"58","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","927","Avoid protected methods in a final class that doesnt extend anything other than Object.  Change to private or package access.","Code Style","AvoidProtectedMethodInFinalClassNotExtending"
"59","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","927","Avoid using implementation types like 'ArrayList'; use the interface instead","Best Practices","LooseCoupling"
"60","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","953","Avoid protected methods in a final class that doesnt extend anything other than Object.  Change to private or package access.","Code Style","AvoidProtectedMethodInFinalClassNotExtending"
"61","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","954","Empty for statement","Code Style","EmptyControlStatement"
"62","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","960","Avoid protected methods in a final class that doesnt extend anything other than Object.  Change to private or package access.","Code Style","AvoidProtectedMethodInFinalClassNotExtending"
"63","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","961","Empty for statement","Code Style","EmptyControlStatement"
"64","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","967","Avoid protected methods in a final class that doesnt extend anything other than Object.  Change to private or package access.","Code Style","AvoidProtectedMethodInFinalClassNotExtending"
"65","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","970","Avoid using implementation types like 'TreeSet'; use the interface instead","Best Practices","LooseCoupling"
"66","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","1100","Avoid using implementation types like 'TreeSet'; use the interface instead","Best Practices","LooseCoupling"
"67","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","1","1117","Return an empty collection rather than null.","Error Prone","ReturnEmptyCollectionRatherThanNull"
"68","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","1121","Avoid protected methods in a final class that doesnt extend anything other than Object.  Change to private or package access.","Code Style","AvoidProtectedMethodInFinalClassNotExtending"
"69","com.xxl.job.admin.core.cron","C:\MetricsTest\xxl-job-master\xxl-job-admin\src\main\java\com\xxl\job\admin\core\cron\CronExpression.java","3","1139","Avoid protected methods in a final class that doesnt extend anything other than Object.  Change to private or package access.","Code Style","AvoidProtectedMethodInFinalClassNotExtending"
