"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"12","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","43","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"13","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","45","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"14","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","47","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"15","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","49","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"16","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","54","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"17","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","61","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"18","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","66","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"19","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","73","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"20","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","78","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"21","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","83","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"22","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","85","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"23","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","87","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"24","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","89","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"25","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","91","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"26","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","93","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"27","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","95","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"28","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","97","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"29","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","99","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"30","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","101","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"31","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","106","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"32","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","111","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"33","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","113","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"34","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","118","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"35","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","120","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"36","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","122","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"37","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","127","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"38","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","129","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"39","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","134","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"40","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","136","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"41","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","138","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"42","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Constants.java","3","140","Using constants in interfaces is a bad practice.","Best Practices","ConstantsInInterface"
"1","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Router.java","1","57","Return an empty collection rather than null.","Error Prone","ReturnEmptyCollectionRatherThanNull"
"2","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\Router.java","3","83","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\RouterChain.java","2","47","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"2","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\RouterChain.java","2","48","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"3","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\RouterChain.java","2","49","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"4","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\RouterChain.java","3","151","A catch statement should never catch throwable since it includes errors.","Error Prone","AvoidCatchingThrowable"
"5","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\RouterChain.java","2","152","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"6","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\RouterChain.java","3","203","A catch statement should never catch throwable since it includes errors.","Error Prone","AvoidCatchingThrowable"
"7","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\RouterChain.java","2","204","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\SingleRouterChain.java","2","56","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"2","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\SingleRouterChain.java","2","61","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"3","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\SingleRouterChain.java","2","67","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"4","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\SingleRouterChain.java","2","69","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"5","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\SingleRouterChain.java","2","71","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"6","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\SingleRouterChain.java","2","141","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"7","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\SingleRouterChain.java","3","279","Avoid unused method parameters such as 'invocation'.","Best Practices","UnusedFormalParameter"
"8","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\SingleRouterChain.java","2","345","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"9","org.apache.dubbo.rpc.cluster","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\SingleRouterChain.java","2","360","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","org.apache.dubbo.rpc.cluster.configurator","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\configurator\AbstractConfigurator.java","2","79","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","org.apache.dubbo.rpc.cluster.configurator","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\configurator\AbstractConfigurator.java","2","139","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"3","org.apache.dubbo.rpc.cluster.configurator","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\configurator\AbstractConfigurator.java","2","150","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"4","org.apache.dubbo.rpc.cluster.configurator","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\configurator\AbstractConfigurator.java","2","177","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"5","org.apache.dubbo.rpc.cluster.configurator","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\configurator\AbstractConfigurator.java","2","188","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"6","org.apache.dubbo.rpc.cluster.configurator","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\configurator\AbstractConfigurator.java","2","196","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","org.apache.dubbo.rpc.cluster.configurator.override","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\configurator\override\OverrideConfigurator.java","2","36","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","org.apache.dubbo.rpc.cluster.configurator.parser","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\configurator\parser\ConfigParser.java","3","44","This utility class has a non-private constructor","Design","UseUtilityClass"
"2","org.apache.dubbo.rpc.cluster.configurator.parser","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\configurator\parser\ConfigParser.java","3","76","A catch statement should never catch throwable since it includes errors.","Error Prone","AvoidCatchingThrowable"
"3","org.apache.dubbo.rpc.cluster.configurator.parser","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\configurator\parser\ConfigParser.java","1","77","Return an empty collection rather than null.","Error Prone","ReturnEmptyCollectionRatherThanNull"
"1","org.apache.dubbo.rpc.cluster.configurator.parser.model","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\configurator\parser\model\ConfigItem.java","3","105","A catch statement should never catch throwable since it includes errors.","Error Prone","AvoidCatchingThrowable"
"2","org.apache.dubbo.rpc.cluster.configurator.parser.model","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\configurator\parser\model\ConfigItem.java","2","106","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","org.apache.dubbo.rpc.cluster.directory","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\directory\AbstractDirectory.java","2","89","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"2","org.apache.dubbo.rpc.cluster.directory","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\directory\AbstractDirectory.java","2","91","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"3","org.apache.dubbo.rpc.cluster.directory","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\directory\AbstractDirectory.java","2","100","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"4","org.apache.dubbo.rpc.cluster.directory","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\directory\AbstractDirectory.java","2","105","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"5","org.apache.dubbo.rpc.cluster.directory","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\directory\AbstractDirectory.java","2","110","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"6","org.apache.dubbo.rpc.cluster.directory","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\directory\AbstractDirectory.java","2","115","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"7","org.apache.dubbo.rpc.cluster.directory","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\directory\AbstractDirectory.java","2","126","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"8","org.apache.dubbo.rpc.cluster.directory","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\directory\AbstractDirectory.java","2","236","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"9","org.apache.dubbo.rpc.cluster.directory","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\directory\AbstractDirectory.java","2","309","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"10","org.apache.dubbo.rpc.cluster.directory","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\directory\AbstractDirectory.java","2","369","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"11","org.apache.dubbo.rpc.cluster.directory","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\directory\AbstractDirectory.java","2","372","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"12","org.apache.dubbo.rpc.cluster.directory","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\directory\AbstractDirectory.java","3","379","A catch statement should never catch throwable since it includes errors.","Error Prone","AvoidCatchingThrowable"
"13","org.apache.dubbo.rpc.cluster.directory","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\directory\AbstractDirectory.java","2","380","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"14","org.apache.dubbo.rpc.cluster.directory","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\directory\AbstractDirectory.java","2","452","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"15","org.apache.dubbo.rpc.cluster.directory","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\directory\AbstractDirectory.java","2","465","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"16","org.apache.dubbo.rpc.cluster.directory","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\directory\AbstractDirectory.java","3","466","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"17","org.apache.dubbo.rpc.cluster.directory","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\directory\AbstractDirectory.java","3","466","A catch statement should never catch throwable since it includes errors.","Error Prone","AvoidCatchingThrowable"
"18","org.apache.dubbo.rpc.cluster.directory","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\directory\AbstractDirectory.java","3","478","A catch statement should never catch throwable since it includes errors.","Error Prone","AvoidCatchingThrowable"
"19","org.apache.dubbo.rpc.cluster.directory","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\directory\AbstractDirectory.java","2","479","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","org.apache.dubbo.rpc.cluster.directory","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\directory\StaticDirectory.java","3","130","A catch statement should never catch throwable since it includes errors.","Error Prone","AvoidCatchingThrowable"
"2","org.apache.dubbo.rpc.cluster.directory","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\directory\StaticDirectory.java","2","131","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","org.apache.dubbo.rpc.cluster.filter","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\filter\FilterChainBuilder.java","1","48","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"2","org.apache.dubbo.rpc.cluster.filter","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\filter\FilterChainBuilder.java","1","53","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"3","org.apache.dubbo.rpc.cluster.filter","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\filter\FilterChainBuilder.java","4","61","Generics names should be a one letter long and upper case.","Code Style","GenericsNaming"
"4","org.apache.dubbo.rpc.cluster.filter","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\filter\FilterChainBuilder.java","4","61","Generics names should be a one letter long and upper case.","Code Style","GenericsNaming"
"5","org.apache.dubbo.rpc.cluster.filter","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\filter\FilterChainBuilder.java","4","101","Useless parentheses.","Code Style","UselessParentheses"
"6","org.apache.dubbo.rpc.cluster.filter","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\filter\FilterChainBuilder.java","3","115","Empty finally clause","Code Style","EmptyControlStatement"
"7","org.apache.dubbo.rpc.cluster.filter","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\filter\FilterChainBuilder.java","4","121","Useless parentheses.","Code Style","UselessParentheses"
"8","org.apache.dubbo.rpc.cluster.filter","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\filter\FilterChainBuilder.java","4","162","Generics names should be a one letter long and upper case.","Code Style","GenericsNaming"
"9","org.apache.dubbo.rpc.cluster.filter","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\filter\FilterChainBuilder.java","4","162","Generics names should be a one letter long and upper case.","Code Style","GenericsNaming"
"10","org.apache.dubbo.rpc.cluster.filter","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\filter\FilterChainBuilder.java","4","184","Generics names should be a one letter long and upper case.","Code Style","GenericsNaming"
"11","org.apache.dubbo.rpc.cluster.filter","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\filter\FilterChainBuilder.java","4","205","Useless parentheses.","Code Style","UselessParentheses"
"12","org.apache.dubbo.rpc.cluster.filter","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\filter\FilterChainBuilder.java","2","227","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"13","org.apache.dubbo.rpc.cluster.filter","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\filter\FilterChainBuilder.java","4","279","Generics names should be a one letter long and upper case.","Code Style","GenericsNaming"
"14","org.apache.dubbo.rpc.cluster.filter","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\filter\FilterChainBuilder.java","4","311","Generics names should be a one letter long and upper case.","Code Style","GenericsNaming"
"15","org.apache.dubbo.rpc.cluster.filter","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\filter\FilterChainBuilder.java","4","311","Generics names should be a one letter long and upper case.","Code Style","GenericsNaming"
"16","org.apache.dubbo.rpc.cluster.filter","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\filter\FilterChainBuilder.java","4","361","Useless parentheses.","Code Style","UselessParentheses"
"17","org.apache.dubbo.rpc.cluster.filter","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\filter\FilterChainBuilder.java","3","375","Empty finally clause","Code Style","EmptyControlStatement"
"18","org.apache.dubbo.rpc.cluster.filter","C:\MetricsTest\Dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\filter\FilterChainBuilder.java","4","394","Generics names should be a one letter long and upper case.","Code Style","GenericsNaming"
